SampleName,Phylogroup,Subphylogroup,Lineage,NewTreeTipLabel,type,subtype,GeneCount,GeneNames
5PA1F_X1144,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1F_X1144,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1F_X1144,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1F_X1144,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1F_X1145,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1F_X1145,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1F_X1145,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1F_X1145,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1F_X1145,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1F_X1147,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1F_X1147,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1F_X1148,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1F_X1148,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1F_X1148,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1F_X1148,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1K_X1226,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1226,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1228,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1228,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1229,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1229,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1231,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1231,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1233,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1233,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1234,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1K_X1234,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1234,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1K_X1234,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1K_X1236,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1K_X1236,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1236,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1K_X1236,D,D.1,acera52,Family 5 - Adult 1 - Lineage 52 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1K_X1237,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1237,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1238,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1238,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1239,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1239,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1243,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1243,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1244,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1K_X1244,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1244,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1K_X1244,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1K_X1245,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1245,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1246,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1246,A,A.3,acera53,Family 5 - Adult 1 - Lineage 53 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1K_X1247,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1K_X1247,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1K_X1247,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1K_X1247,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1K_X1247,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1149,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1149,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1149,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical
5PA1N_X1149,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1153,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1153,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1153,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1153,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1155,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1155,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1155,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1N_X1155,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1155,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1157,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1157,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1N_X1162,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1162,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1162,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1N_X1162,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1162,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1164,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1164,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1164,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1N_X1164,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1164,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1165,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1165,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1165,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical;Lamassu-Fam__LmuB_SMC_hypothetical
5PA1N_X1165,D,D.1,acera54,Family 5 - Adult 1 - Lineage 54 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1167,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1167,A,A.3,acera19,Family 5 - Adult 1 - Lineage 19 - TP1,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PA1N_X1170,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1170,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1170,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1N_X1170,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1170,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1171,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1171,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1171,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PA1N_X1171,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1171,H,H.1,acera20,Family 5 - Adult 1 - Lineage 20 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PA1N_X1172,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,AbiD,AbiD,1,AbiD__AbiD
5PA1N_X1172,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PA1N_X1172,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PA1N_X1172,D,D.1,acera55,Family 5 - Adult 1 - Lineage 55 - TP1,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB73,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3C_24YB73,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB73,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3C_24YB73,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3C_24YB73,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,PsyrTA,PsyrTA,1,PsyrTA__PsyrA
5PB3C_24YB73,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB74,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3C_24YB74,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB74,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3C_24YB74,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3C_24YB74,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB76,A,A.3,acera53,Family 5 - Adult 2 - Lineage 53 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB76,A,A.3,acera53,Family 5 - Adult 2 - Lineage 53 - TP3,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PB3C_24YB78,K,K.1.2,acera62,Family 5 - Adult 2 - Lineage 62 - TP3,Cas,CAS_Class1-Subtype-I-E,8,Cas__cas2_I-E_1;Cas__cas8e_I-E_5;Cas__cse2gr11_I-E_6;Cas__cas1_I-E_1;Cas__cas7_I-E_16;Cas__cas5_I-E_13;Cas__cas3_I_2;Cas__cas6e_I_II_III_IV_V_VI_3
5PB3C_24YB79,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3C_24YB79,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB79,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3C_24YB79,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3C_24YB79,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB80,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3C_24YB80,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB80,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3C_24YB80,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3C_24YB80,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB88,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3C_24YB88,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB88,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3C_24YB88,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3C_24YB88,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB90,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3C_24YB90,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB90,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3C_24YB90,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3C_24YB90,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3C_24YB91,A,A.3,acera53,Family 5 - Adult 2 - Lineage 53 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3C_24YB91,A,A.3,acera53,Family 5 - Adult 2 - Lineage 53 - TP3,RM,RM_Type_IIG,1,RM_Type_IIG__Type_IIG
5PB3F_24YB13,D,D.1,acera61,Family 5 - Adult 2 - Lineage 61 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3F_24YB13,D,D.1,acera61,Family 5 - Adult 2 - Lineage 61 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3F_24YB13,D,D.1,acera61,Family 5 - Adult 2 - Lineage 61 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3F_24YB13,D,D.1,acera61,Family 5 - Adult 2 - Lineage 61 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3F_24YB14,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3F_24YB14,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3F_24YB14,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3F_24YB14,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3F_24YB14,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3F_24YB16,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3F_24YB16,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3F_24YB16,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3F_24YB16,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
5PB3F_24YB16,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,RM,RM_Type_III,2,RM_Type_III__Type_III_REases;RM_Type_III__Type_III_MTases
5PB3F_24YB20,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,AbiD,AbiD,1,AbiD__AbiD
5PB3F_24YB20,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Cas,CAS_Class1-Subtype-I-E,1,Cas__cas2_I-E_1
5PB3F_24YB20,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Gabija,Gabija,2,Gabija__GajB_2;Gabija__GajA
5PB3F_24YB20,H,H.1,acera64,Family 5 - Adult 2 - Lineage 64 - TP3,Lamassu-Fam,Lamassu-Fam,3,Lamassu-Fam__LmuB_SMC_hypothetical;Lamassu-Fam__LmuA_effector_hypothetical;Lamassu-Fam__LmuC_acc_hypothetical
