SampleName,type,subtype,protein
2AB1C_X0332,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC2K_S1A56,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1905,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3C_X1775,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3C_25YE93,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1F_X0922,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1K_X1090,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1927,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3K_24YA51,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC1_S-84,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1924,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3C_X1789,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1926,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA28,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA29,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1C_X1405,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3C_X1794,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA39,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1N_X1029,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4F_25YD20,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3F_25YE17,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4N_25YD41,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA3F_Z05_8_16YB_B38,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA42,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1917,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH30,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3F_25YE3,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA3N_Z05_26_16YB_D226,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1C_X0848,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3C_25YE96,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1955,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH35,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1F_X0907,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1F_S1A43,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1F_25YH5,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1958,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3F_24YA9,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1K_X1080,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA38,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3K_24YA60,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_9YC93,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4F_25YD17,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1F_S1A12,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA1N_PN46,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3F_25YE4,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1907,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA3F_Z05_1_16YB_A21,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE29,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1F_X0924,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1913,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4F_25YA3,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4F_25YD11,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA35,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA26,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE36,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4F_25YA4,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1962,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE41,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1F_S1A16,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3F_24YA13,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1F_S1A22,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4N_25YD35,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA36,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1C_S1C26,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1K_S1B15,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1F_S1A42,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH41,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1K_S1B04,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1C_S1C32,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC2K_S1A72,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1F_S1A19,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA3F_Z01_54_23YDC_E654,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1981,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB1F_X1314,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_9YC79,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4K_25YA51,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1N_S1B33,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1919,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4K_25YA60,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1979,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC2N_S1D66,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1N_X1046,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3K_24YA56,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE34,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
1AA3N_X1837,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE69,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1N_X1034,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC1F_S1A27,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC2K_S1A66,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA40,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE57,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1K_X1079,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_23YAC81,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB1N_X1185,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE52,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1964,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH47,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4C_25YD85,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_23YAC76,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3C_25YE74,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1N_S1B27,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4K_25YA66,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA25,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3C_X1780,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1C_S1D06,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1C_X0834,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1985,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1909,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE67,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3N_X1735,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3C_25YE91,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3N_X1726,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE59,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE68,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4K_25YA67,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1K_S1C56,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1C_X0847,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3C_25YE87,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1F_25YH2,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3C_25YE83,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3C_X1773,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1931,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH27,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1K_X1081,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4F_25YD12,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA40,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE31,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1976,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4K_25YA72,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE38,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA25,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_23YAC79,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4N_25YA30,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
0CC2K_S1A62,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE64,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE46,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB1K_X1196,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_9YC85,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH37,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1982,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH34,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1C_X0825,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE70,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1F_X0919,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3C_X1763,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3F_25YE15,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3K_X1930,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1N_X1030,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4C_25YD84,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3F_25YE16,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_9YC89,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3K_25YE61,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE40,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1F_25YH24,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3K_24YA65,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AC4C_9YC96,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB4K_25YA58,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3N_25YE43,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PB1F_S1A02,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA43,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA1N_X1047,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7PA3N_X1749,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB3N_24YA38,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH28,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA1C_X0643,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PA3F_25YE24,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
2PA3F_Z05_10_16YB_B710,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8PB4F_25YD1,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
7AB3N_X1965,Cas,CAS_Class1-Subtype-I-E,Cas__cas6e_I_II_III_IV_V_VI_3
8AB1N_25YH29,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1F_X0911,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1977,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1F_X0917,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB1N_25YH25,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4C_9YC95,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB1N_25YH31,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3F_25YE6,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4N_23YBC61,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4C_9YC69,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3K_X1925,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1K_X1078,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1K_X1074,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PB4F_25YD6,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3N_25YE25,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4C_9YC77,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3N_24YA41,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PA3F_Z05_14_16YB_C214,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB4N_25YA43,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PA3F_Z01_42_23YDC_D642,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3N_24YA27,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3F_X1712,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3C_X1785,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4N_9YC23,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1987,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC2N_S1D56,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3N_X1750,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC1F_S1A32,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PB1F_S1A07,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PA3F_Z05_19_16YB_C719,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3N_25YE28,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1F_X0909,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB4N_25YA27,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3F_25YE13,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3C_24YA71,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1984,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB4N_25YA34,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1978,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
1PB2C_S1A77,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3N_X1729,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC1C_S1C30,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PB1F_S1A24,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC1C_X0436,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PB1K_S1C58,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3N_25YE35,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1991,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PB4F_25YD19,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PB1F_S1A08,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC1F_S1A34,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB1N_25YH43,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1803,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC1K_S1B07,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3C_X1760,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3N_24YA44,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1N_X1027,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB4F_25YA6,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1N_X1043,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1F_X0910,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3K_24YA67,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1K_X1094,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4C_9YC88,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3K_25YE49,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3N_25YE33,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC1C_X0407,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3N_24YA45,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1K_X1082,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3K_25YE50,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4C_23YAC80,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC1K_S1B10,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC2K_S1A65,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB1K_X1192,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PA3F_Z01_39_23YDC_D339,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3F_25YE10,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3C_25YE85,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AC4C_9YC67,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PA3F_Z01_53_23YDC_E553,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3K_24YA64,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1C_X0829,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB4K_25YA59,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA1F_X0912,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3K_X1928,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC1K_S1B24,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB3K_24YA54,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB1N_25YH48,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB4N_25YA26,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3N_X1725,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
0CC2C_S1B78,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8AB1N_25YH36,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3C_X1774,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7AB3N_X1995,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3K_25YE56,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
8PA3K_25YE62,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
7PA3N_X1743,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
2PA3F_Z05_3_16YB_A43,Cas,CAS_Class1-Subtype-I-E,Cas__cas7_I-E_16
